genes	logFC	logCPM	LR	PValue	FDR
PUM1	1.04432139785941	6.55682020452442	58.2768572269898	2.27707055170914e-14	7.83338994542352e-14
LOC109497863	1.0444151646687	2.03825566700245	11.4498250156587	0.000715007324004448	0.00113508732861711
PKD1L3	1.04520120807654	2.84966610823649	20.8168795826371	5.05356027108129e-06	9.723372641524e-06
POLH	1.04553729646953	4.13366590497399	42.2006425835314	8.23729483282021e-11	2.26855416311942e-10
BORCS8	1.04752398405853	4.89811781229646	32.2088681673829	1.38457349147159e-08	3.25439116448133e-08
TATDN2	1.04766073957545	4.46140090156577	43.9323162034313	3.39929730039926e-11	9.62897809867105e-11
ZER1	1.04775321855517	5.45064224184934	41.0439767450267	1.48842163513663e-10	4.03705022678382e-10
ARHGAP19	1.04827065489865	3.27307935374407	23.961043786886	9.83047692146032e-07	2.00416789212889e-06
GRM2	1.04903173400792	2.1650362637298	13.2750165242348	0.000268966516383903	0.000443985813618737
PIKFYVE	1.04986199471672	6.7248634165799	40.6469134585155	1.82375090040596e-10	4.91042074374438e-10
DOPEY2	1.0506928911468	5.27687207019708	32.3360651451612	1.29683874582739e-08	3.05262443966707e-08
ETNK1	1.05073876082028	6.48605817392927	58.0985051299892	2.49315688573244e-14	8.5403039456285e-14
LOC101080257	1.05122260323689	6.28575779528542	50.1170606940337	1.44842189554138e-12	4.48291269181599e-12
DCAF1	1.05198742626563	6.09156177299886	54.6336581402073	1.45226938257045e-13	4.76709550191171e-13
ZNF229	1.05293944389936	3.19889488347208	22.6406134246294	1.95312057673114e-06	3.8860530820891e-06
RIMS3	1.0531166604076	4.34942677845251	9.77266205288662	0.00177125808723299	0.00269799404169646
OMA1	1.05395800267875	3.59132081177547	31.7961493647163	1.71231882863825e-08	3.99851094205097e-08
MBD2	1.05397697138548	6.76937652640201	57.9795582272555	2.64855788051789e-14	9.0557929440719e-14
ZNF740	1.05498004019055	6.22857663134674	41.7578344875325	1.03307464691009e-10	2.82818164321787e-10
ADCY7	1.05606556916066	7.37767607734414	24.8804932359916	6.09965176366243e-07	1.2639333032769e-06
CCNB1	1.05644879554734	1.69466051915651	5.03574704395452	0.0248293759637708	0.0331976427332317
SYNE3	1.05676086327967	5.05500769937955	13.676176586843	0.000217192370297678	0.000361716167320396
TES	1.05717657593573	6.60075040553958	28.6383060302245	8.72392297520141e-08	1.92550146437963e-07
PPP4R3B	1.05751120835849	7.17026196707145	39.6643620449002	3.01578751568203e-10	7.98329466127898e-10
TBC1D13	1.05778605040854	6.52395249835955	45.9466845771775	1.21515401059434e-11	3.5585470650852e-11
TMEM161B	1.05822277228839	3.39940126570456	31.4404128529862	2.05655549515112e-08	4.76183056031671e-08
LOC102899754	1.0588447643813	1.31226671413698	11.5825294985792	0.000665743210283614	0.00106001113370713
EZH1	1.06024410779972	5.40064944882627	47.7394925110733	4.86786232468413e-12	1.46001907910352e-11
PAPPA2	1.06046293387918	0.501225938735639	4.77883629098617	0.0288115845796722	0.0382208399839572
FGGY	1.06069430675572	3.26776954283021	17.5485977838347	2.80057232731695e-05	5.06506539130651e-05
RNF138	1.06100528762155	5.52784032002323	40.6649399761547	1.80700381630451e-10	4.86736178339167e-10
TKFC	1.06103643007656	3.85001060676546	22.3612571838051	2.25885095126774e-06	4.46884502508054e-06
ZSCAN9	1.06123000099542	0.705032050479465	6.61634218937793	0.0101047155489607	0.0141683536024077
NPR1	1.06136015478019	0.911711387970768	5.16520201387226	0.023043777459769	0.0309063641741514
SHOC2	1.06148319679462	6.62265953098325	44.086187644395	3.14230471152406e-11	8.92649864857397e-11
PEAR1	1.06156130465209	4.69395920024973	7.24966251156417	0.00709143389853397	0.0101249001427425
CHD1L	1.06191591591257	4.65066652963677	29.1188109831792	6.80728140567298e-08	1.51839343287728e-07
FBXO33	1.0619303174039	5.26370909558339	41.3221144271123	1.29100058017561e-10	3.51711755017423e-10
RHBDD1	1.06218370525836	5.73152770833921	38.8675037095548	4.53568598068959e-10	1.18847505268089e-09
CAPN15	1.06221861282644	5.51412118486029	55.3541437249553	1.00657453453292e-13	3.33464982580815e-13
TUBB4B	1.06286397779268	7.53339684887167	30.7425602405599	2.94631306248209e-08	6.72422572408981e-08
BMF	1.06306767111507	4.51678798128939	10.6127862959394	0.00112308327445489	0.00174974691841565
SLF1	1.06320346710123	4.2938905147141	41.1874213134941	1.3830975961621e-10	3.75928550004271e-10
CB3H15orf40	1.06378412063354	4.99354928561294	39.8774391310136	2.70408603893981e-10	7.18915638924072e-10
TRIM41	1.06442495869553	4.65767988030981	31.1369980943247	2.40444488533083e-08	5.53356989402422e-08
ZRANB1	1.06505504818267	6.41641289744176	54.0349350877882	1.96956422150157e-13	6.40803979937077e-13
LYAR	1.06527654249503	3.13222896073168	13.1449414215781	0.000288296528947909	0.000474073738855181
CASP2	1.06537049934369	2.5263192296131	14.905965447388	0.000113005074313056	0.0001930877640985
IRF3	1.06540689338213	5.8972620711162	40.5998216592084	1.86823714548385e-10	5.02390626882929e-10
STK17A	1.06581017970563	6.20465089866355	43.477653230509	4.28828615955852e-11	1.2062383118828e-10
FAM102A	1.0663017319884	6.11530499259847	15.7601648111582	7.19005680104976e-05	0.000125361852863511
NAXD	1.06765608850846	4.74751042733999	43.7835932730116	3.66766776822309e-11	1.03631196790238e-10
HPS1	1.06908575161559	4.89380287499494	42.7524785109648	6.2123123430473e-11	1.72598432331497e-10
AMT	1.06947165539661	1.1840512081245	10.1954909883628	0.00140784470599217	0.00216877367094853
ERCC2	1.07092333347383	4.43076807151429	40.2721773639719	2.20933052718097e-10	5.91401739498815e-10
NEMP2	1.07149650522304	3.55149040150453	23.3771076960753	1.33153754897041e-06	2.68367553822026e-06
LOC101084270	1.07182854504331	1.83902556826984	14.1070225825665	0.000172697823112801	0.000290351169949915
RPS24	1.0718960076525	9.54519320241781	38.4776644760573	5.53839123660682e-10	1.4435859292344e-09
SETDB1	1.07196852257723	5.72245083328081	49.7829747240633	1.71727655976474e-12	5.28585102417323e-12
CDRT1	1.07242110189796	1.58511645829676	11.6983189243696	0.000625565889198183	0.000999371147403564
BOD1L1	1.07268390623202	6.40590101032314	55.6922328571395	8.47524769806893e-14	2.81642024122636e-13
PIGO	1.07336664134381	6.12340923234322	31.8556114513334	1.66069206225569e-08	3.88146892477557e-08
GTDC1	1.07393344938398	4.55389207860877	38.6486054805106	5.07394965646639e-10	1.32547556652718e-09
CHMP1A	1.07445706529054	6.38782943181636	40.2420784563387	2.24363252867748e-10	6.00334620795716e-10
BMP4	1.07466162690632	1.23245360248727	4.71397896230411	0.029918327794224	0.0396278806164226
CAMK1D	1.07483062779844	4.79217623672781	26.0680558694088	3.29592108922895e-07	6.95476019106443e-07
ABCC1	1.07521476323679	5.65630865805543	35.46799842117	2.59275480775345e-09	6.45286737854039e-09
AKAP8L	1.07525302965295	5.39260775049666	38.726104293642	4.87643612470111e-10	1.27568755984321e-09
LOC105260646	1.07555842876544	4.00839998384443	9.97568895382528	0.00158620632514509	0.0024301856706339
CNOT4	1.07560331055757	3.61633147496911	32.3382218159343	1.2954002068712e-08	3.04979490106205e-08
PRPS1	1.07658079583536	5.852472233898	47.0808168006969	6.81191470271475e-12	2.02707115645852e-11
RPL17	1.07691793716814	10.2698247011945	26.3185045071128	2.89501569915377e-07	6.13994696135276e-07
UVSSA	1.07714952717539	4.38294550957068	36.1992429490419	1.78139744441339e-09	4.49250739941327e-09
FOXO3	1.077423084194	6.88747304214543	42.7140389818198	6.33559525772715e-11	1.75834241529819e-10
BLOC1S3	1.07792060584971	2.08357115476226	16.459850856248	4.96913041368445e-05	8.7874502873013e-05
ERO1B	1.07796980631159	4.27125590602516	22.4211658189293	2.18947823815998e-06	4.34025527782805e-06
LOC105261146	1.07861277150623	5.554657385337	43.5935804119708	4.04162679944388e-11	1.13909223847088e-10
MAPK12	1.07994546420729	2.49361757245715	8.5206177234539	0.00351145278739432	0.00519289148022297
LOC102902479	1.0805209057027	3.47572598876423	21.0298325029079	4.52187441879709e-06	8.74079951727009e-06
LOC111557363	1.08057288723777	2.31988404418889	14.5102056843542	0.000139402275209099	0.00023634430700299
HIRIP3	1.0810529738025	2.65039474921702	15.9720374977147	6.42850243293314e-05	0.000112739183950964
GSK3A	1.08114371384839	3.73969064777025	29.3888492065637	5.92173976661377e-08	1.32591454461837e-07
CTSO	1.0822522989192	5.1901080115372	37.4950511962662	9.16452175901172e-10	2.3568262637283e-09
OCIAD1	1.08235956735899	6.79481858839004	53.9410966198035	2.06591050264691e-13	6.71472977637025e-13
ZBED4	1.08398148727867	5.28181048517699	51.954091463365	5.68135466319688e-13	1.8016334175375e-12
ZBTB24	1.08435471488866	4.9963847131926	46.6777496036335	8.36736841417268e-12	2.47395576427293e-11
CCDC9	1.08470995195263	3.84242366886472	38.4194703594715	5.70602630626917e-10	1.48607878174381e-09
ELP4	1.08495629222507	4.0114082931065	37.0458122735561	1.15386126717441e-09	2.95440713971577e-09
RAD51B	1.0857151229113	2.27610380571158	15.9067052401314	6.65425545960439e-05	0.000116444956122819
TRIM5	1.08626518337943	6.33541072816471	19.716881300938	8.98045496643032e-06	1.69551936322723e-05
TNFAIP3	1.08629326240402	4.97203268809747	22.1762714908033	2.48728931748895e-06	4.9034806370613e-06
LOC101085249	1.08632269854968	4.40331747424708	42.7378897484195	6.25881600328932e-11	1.73853004510925e-10
GRIPAP1	1.08664142477092	5.32313784528248	54.5410090607648	1.52237561771538e-13	4.99467777707334e-13
TMBIM6	1.08718650393658	9.97214747687113	39.8083214776925	2.80148961339726e-10	7.43891528597579e-10
BRD8	1.08766068691737	6.26563803859875	60.0610027291182	9.19624794136501e-15	3.24853491371637e-14
KLF3	1.08784545604428	6.32540055836791	49.1717480131879	2.34503954901573e-12	7.15156657925179e-12
ZNF143	1.08827337138002	5.08431498639469	48.8808537151559	2.71992930750866e-12	8.26164113964655e-12
GPRASP1	1.08836230270598	0.794973049515479	6.79799948711152	0.009126007111324	0.0128645877926271
CAMK2N1	1.08970583591837	1.45121454525458	5.73424216207273	0.0166372456349825	0.0227347485647775
DHX16	1.08994945699551	5.77857127674177	38.8871289618412	4.49031511846862e-10	1.17706492038394e-09
SLC25A29	1.09014369940984	5.61701192812956	26.6821720028792	2.39824115591258e-07	5.12512281488062e-07
HINFP	1.09060264788203	4.94702930435066	43.0002728997084	5.4732229636088e-11	1.52656047927471e-10
LOC101085512	1.09062079740258	4.86549207686408	36.8043597799077	1.30597871160912e-09	3.32803940794759e-09
SLC24A3	1.09084601726289	7.21512463506056	10.8018640239833	0.00101397944709552	0.00158724273931193
TBC1D14	1.09105057873411	6.92881473263136	27.5192834079526	1.55535992707711e-07	3.37304136194946e-07
NOM1	1.09158533412201	4.99430805279277	47.2817581477529	6.14817359195246e-12	1.83463662229086e-11
ZC3H13	1.09159470461648	6.16195984089315	63.5149803704717	1.59151910066722e-15	5.90841158356509e-15
RABGEF1	1.09166627265309	5.69255108212387	50.9103253849484	9.66836451388437e-13	3.02139319446491e-12
GRB2	1.09198987738857	6.94892961331587	56.6448611732019	5.22071080676972e-14	1.7525119020018e-13
CACNB2	1.0922037050039	1.83125736113338	6.60826686300774	0.010150640684478	0.0142265608463065
STIM2	1.09282959485544	5.34562220945592	43.9423435058639	3.38192697824926e-11	9.58398423170307e-11
LOC109500557	1.09290363880349	4.32624536268591	32.6713263045437	1.0913537223526e-08	2.58973117887423e-08
ZC3H12B	1.0930506274268	0.708338817345586	6.74371867165515	0.00940783197941663	0.0132401581229306
ZNF32	1.09319827141672	3.59005484258272	33.6543761548295	6.58266211053903e-09	1.58952617936008e-08
ZNF592	1.0935804420323	4.81122320629868	39.167769998725	3.88907441114735e-10	1.0240382335763e-09
TSTD1	1.09360895877329	3.69454422546822	36.9413809972446	1.21734640142853e-09	3.10954972058305e-09
EAPP	1.09446604279654	5.65183932684735	52.9391307534003	3.44046623968531e-13	1.10267626971226e-12
KATNA1	1.09449499784076	5.1920460269745	42.3199879737102	7.74964725140245e-11	2.13699381230142e-10
CEP250	1.09466750081998	5.10461716319807	47.1410258703581	6.60584140790354e-12	1.9675643565296e-11
LDB1	1.09496363104679	6.97727843061556	46.6678408444389	8.40978436312333e-12	2.48478783347541e-11
SDCCAG8	1.09544119850815	4.03607363741118	42.0386630202194	8.9486492417581e-11	2.45921008461441e-10
PNP	1.0959432515571	4.83604022735907	21.7553731682583	3.09721209804353e-06	6.06141797093588e-06
ZC3H7B	1.0959869010547	6.89576443471142	57.3761013691151	3.59954565674669e-14	1.21910032392495e-13
LOC102902209	1.09603661050429	1.90440729134799	12.5313855290903	0.000400172962176641	0.000650003865641327
CB4H12orf66	1.09603907579476	2.40764034416908	19.0744203254159	1.25718681547443e-05	2.34576654501935e-05
TRAPPC10	1.09610126137309	6.24666754858791	66.8500715194319	2.92961603977018e-16	1.12886937749973e-15
TPM3	1.09633566639326	8.21462065791974	40.3252291177351	2.15014364806991e-10	5.76395814366194e-10
BAIAP2L1	1.09634233626686	1.9406586749265	5.37656301932528	0.0204090466275663	0.0275502903868246
LOC111560859	1.09653884880926	3.69170885474042	35.6111433348122	2.40905518463911e-09	6.01075347577687e-09
DDX5	1.09708386387593	9.95779238204148	46.4455184528272	9.42015620029328e-12	2.77631980153525e-11
SGPL1	1.09762795884887	5.07220660691388	36.3899213840099	1.61536373500525e-09	4.08978132908574e-09
ESYT1	1.09851349292504	8.11824980999236	24.2249279289918	8.57156488218614e-07	1.75444329924702e-06
ADAT3	1.10002036690333	0.981202234007414	9.12301386190171	0.00252413773641705	0.00378136884499602
PARP11	1.10038735612653	4.81863029179307	38.5027276317629	5.46772143457046e-10	1.42574208131127e-09
REV3L	1.10107197895585	6.93363162191123	32.5397294671319	1.16780642579832e-08	2.76098982099375e-08
CA2H3orf62	1.10145668011335	2.13390991318132	17.393349814341	3.03887354563927e-05	5.4760866449783e-05
LOC101093230	1.10170503555132	4.91224925714823	31.744994236937	1.75801789555301e-08	4.10002835424e-08
USP32	1.10198059009743	7.08860906720536	62.8711220816923	2.20684248119514e-15	8.10642195385182e-15
E4F1	1.10228085801591	4.67844591644732	51.1051394486313	8.75487701135941e-13	2.74457094835932e-12
SNRPA1	1.10272230382171	4.01398580693346	35.6954044635916	2.30707599205928e-09	5.7629980766199e-09
TMEM164	1.10321771659314	5.85716019218126	29.9411927570338	4.45350164379373e-08	1.00537039558914e-07
FGF9	1.10343684793462	0.525189863738592	8.16904707564617	0.00426112879216033	0.00624142851022053
MED13	1.1034975050945	7.15754668642025	49.6511427863238	1.8366307662019e-12	5.63574280078656e-12
LOC111558122	1.10440248551704	0.754427747851491	7.87975903443282	0.00499911407749511	0.00726380962792412
ATAT1	1.10460162613967	2.29371563459662	17.9786640774801	2.23394873172957e-05	4.07571605504544e-05
SLF2	1.10492286386018	6.61890437693371	57.3511233897234	3.645550323248e-14	1.23435711522524e-13
LOC111556835	1.10505309396168	2.99285686729635	11.4776151878762	0.000704394584386856	0.00111879026537405
FOXJ3	1.10509810197474	5.85122699745857	51.6249435962539	6.71825927174269e-13	2.12158153348838e-12
PHF20	1.10557300777444	6.98419904890559	57.6752334933196	3.09171200053732e-14	1.05319095802773e-13
LOC111560215	1.10568713059231	1.41302089719436	10.1587013982086	0.00143621750752061	0.00221036959361496
SRSF11	1.10580250880308	7.18695896610058	44.7600968477548	2.22715510098727e-11	6.40437443421023e-11
UBN2	1.10583174133805	3.63056071089465	29.7336305443303	4.95674119645461e-08	1.11526676920229e-07
ZNF217	1.10674920328079	6.57901186689924	49.687707627702	1.80271849720986e-12	5.54091050012287e-12
RPS7	1.10703011018507	9.89504815040938	55.0067321827241	1.20117688138274e-13	3.96406812671268e-13
MZF1	1.10740153938753	3.37905729473708	31.0751715828399	2.48226288996724e-08	5.69943822181012e-08
TAF7	1.10748148384112	6.70322978270531	56.3095819238419	6.19129708054909e-14	2.07077693070129e-13
STX7	1.1077884467222	7.0474977918599	46.7554083251321	8.04226835715272e-12	2.38168529096097e-11
DCUN1D1	1.1079408122779	6.89410846021569	52.0464829877796	5.42022237643344e-13	1.71967055323154e-12
DKC1	1.10806098207525	5.45067219402828	39.0507874644881	4.12922541722693e-10	1.08461548281009e-09
CTSH	1.10807935202724	7.06880194003525	12.1166274947808	0.000499742028105677	0.00080484177528458
MFSD3	1.108951764378	2.52323272946518	20.3679947639114	6.38894460599551e-06	1.22035276338158e-05
ITCH	1.10933824257753	8.03131402167995	51.7044987935031	6.45147532833717e-13	2.04033048821885e-12
TTC5	1.11018614519101	4.07601390522028	42.2602910375685	7.98984688869872e-11	2.20087687576991e-10
NUP62	1.11044616791123	4.1576937925381	34.9391831870394	3.40165908749229e-09	8.40283417954186e-09
PFKFB2	1.11080194972584	3.56992263869438	19.1014070290256	1.23953470850898e-05	2.31416895420386e-05
SIK3	1.11080555532442	4.24080038277456	34.0158208495017	5.46657722251596e-09	1.32722978988683e-08
TBCC	1.1111599443437	4.90968131373243	46.0826556983272	1.13367658225755e-11	3.32447177839374e-11
PIGP	1.11136678858515	3.24395448945133	26.2660884872063	2.97466347115828e-07	6.29954594212289e-07
CTU2	1.11164266594606	3.49598392132875	33.9954807697464	5.52402270856062e-09	1.34041995996813e-08
CEP350	1.11215837197719	7.21472173628695	50.5202381300732	1.17942262075635e-12	3.67061137545719e-12
AUH	1.11304470282409	5.23051936763433	51.429906216741	7.41995606887889e-13	2.33744927748732e-12
FAM3C	1.11310632357117	5.11328455199883	33.4202709833988	7.42460559327785e-09	1.78647646150195e-08
LSM11	1.11367648930055	3.63065004391694	23.6827593006487	1.13595639203299e-06	2.30461374674367e-06
NEIL1	1.11367819127361	4.46178589167543	27.8789075009208	1.29150006920817e-07	2.81549634762978e-07
CIC	1.11416965300399	5.09709644392359	36.698078242923	1.37915328543507e-09	3.5096566539574e-09
HOMER1	1.11434120971508	4.55038579845415	9.14509855603827	0.00249385205990805	0.00373903859760917
RBM48	1.11454591623887	2.66344380271745	20.9516647998148	4.71018328156993e-06	9.08437771532935e-06
ATP6V0C	1.11461614647392	6.33097336039812	52.2512947558673	4.88337313592391e-13	1.55239988498917e-12
ZBED6	1.11467305045958	5.56029555786865	36.6639085799144	1.40354033629987e-09	3.56960357271927e-09
E2F1	1.11496036484862	0.233134246890207	5.44555659352833	0.0196181630910523	0.0265828377164637
GPATCH1	1.11502195219684	3.55297962735812	30.2517479000157	3.79449140798461e-08	8.60970367501363e-08
STRADB	1.11513251956901	4.3885234944084	34.4965515276846	4.27007167535177e-09	1.04538941528117e-08
TIPIN	1.11526784265855	3.52552370699357	32.1018242512495	1.46299874992348e-08	3.43247132577099e-08
DQX1	1.11662428930399	1.88356004446791	13.2566621006977	0.000271612851396497	0.000448067401440346
PHF1	1.11662986492858	5.83096883200429	40.9501060296276	1.56165540471463e-10	4.22945605934577e-10
PIK3R1	1.11714866609936	6.01491862838395	43.4379153076494	4.37625947717591e-11	1.22964310407707e-10
LOC109500556	1.11774954752712	3.71284324503849	27.411332264539	1.64464647345824e-07	3.56188170750476e-07
LOC109500083	1.11803371916551	1.90716247671533	16.698300682482	4.38202325150076e-05	7.7951660516697e-05
ZCCHC7	1.11807136559301	4.8508644381098	48.1153773892644	4.01862505518258e-12	1.20980876136064e-11
UIMC1	1.11813175014221	5.09234442916399	45.3024978355167	1.68833665551774e-11	4.8920417538109e-11
LOC101092471	1.11921634590213	5.09129316650907	45.283612133102	1.70469604769646e-11	4.93833444005867e-11
MTA2	1.11991450573074	6.75711628443286	53.549194665557	2.52197780219064e-13	8.14574197717323e-13
NUP88	1.12033794875234	5.52000466545014	56.3994990124111	5.9145438008958e-14	1.97975269660403e-13
LOC101093705	1.12069903478087	6.031223463341	52.1003105645479	5.27365877457787e-13	1.6752309659047e-12
ZBTB4	1.12104826164046	5.86410357811734	53.2601125018545	2.92179472508944e-13	9.39476104948354e-13
LOC102901578	1.12177996190207	3.39769241757502	27.3027900775619	1.7396021572449e-07	3.75429200501798e-07
EIF4EBP2	1.12271315026452	6.25073990594596	36.2775195216923	1.71126446604251e-09	4.32494176338434e-09
LOC109502621	1.12276158917533	1.64156740058189	14.7212560463646	0.000124633239118599	0.000212141333629745
LOC105261300	1.12346666875561	1.98710845766448	15.4542085826606	8.45285042839908e-05	0.000146330754328944
THAP9	1.12434238782049	3.95946277119961	32.5528059740705	1.15997537930117e-08	2.74398431160073e-08
TARDBP	1.12499565504269	6.08182765986018	37.6719252175533	8.37005788668926e-10	2.15638506920958e-09
ADNP2	1.12612460054246	5.91296435072374	53.8784565099188	2.13283544363734e-13	6.92527158020916e-13
GALNT1	1.12641383422065	7.8869003079317	37.7151713327106	8.18653823626268e-10	2.11141202370301e-09
KAT6B	1.12642982889141	4.70601441262233	39.6199093246203	3.08521939249004e-10	8.15871939818413e-10
TAF1D	1.12667197654396	6.69368802458151	48.0266047396198	4.20474881243397e-12	1.26407098913662e-11
TTLL5	1.12676664409234	4.60933315951038	37.2290943041311	1.05034970860447e-09	2.69579307300931e-09
LOC101093001	1.12881115612925	5.36723737186161	45.2335440249798	1.74883858509316e-11	5.06393606464896e-11
TFB2M	1.12894922322572	5.93457247592842	33.2652518012887	8.04066359749346e-09	1.92966949045168e-08
USP3	1.1307008808563	5.61113045750378	58.8116123129008	1.73514198798902e-14	6.01077792616018e-14
SUGP2	1.13097440900715	5.54198651884692	48.0827087607773	4.08614052415961e-12	1.22956029724887e-11
DDX46	1.13149388978752	5.64129600818286	59.4889717182743	1.22981376077756e-14	4.30068006310961e-14
PDZK1	1.13157403328908	0.746985447704881	8.62840721476166	0.00330960824596665	0.00490508130869132
PRKAA1	1.13221731926025	6.26668831254295	70.9776476393603	3.61295068297409e-17	1.46207169621327e-16
ALPK2	1.13396147762944	2.67878734679885	7.8164870168005	0.00517717318595002	0.00751406736205238
NDST2	1.13402834168003	5.28373146558029	55.2360625715008	1.06889542476975e-13	3.53838405884382e-13
PLK1	1.13504409172087	2.36979465336868	8.36647380357431	0.00382206521926436	0.00562964540119374
TONSL	1.13555654196509	4.22332869425552	42.1522752329371	8.44356514479951e-11	2.32337656651332e-10
RAB4B	1.13561022168477	5.35437741774077	52.5983116719816	4.09240874110134e-13	1.30513836632008e-12
ATR	1.13576327223737	5.89831671753696	69.932852684002	6.13579761069658e-17	2.44843384236243e-16
TMEM209	1.13725966241498	5.06998781446193	40.8665199378474	1.62989622084114e-10	4.40410047353617e-10
CE2H16orf74	1.13759429733358	3.72488012018279	23.127791611617	1.5158385197668e-06	3.04087251352192e-06
PGAP3	1.13837556155745	3.99759021175161	39.7738502992825	2.85137282897386e-10	7.565142023303e-10
RARA	1.13895161241551	5.1652911979482	42.968527374728	5.56275903380112e-11	1.55052740996181e-10
LOC111557808	1.13913255084507	0.57429596452344	7.67353994339599	0.00560364159563697	0.00810567133904553
FAU	1.1396189637685	8.1267542835717	44.9273419469403	2.04482638487982e-11	5.89716589575023e-11
ZNF75A	1.13970711531372	4.85888546183663	49.6965218459906	1.79463787352953e-12	5.51738847554479e-12
SPICE1	1.14041443389247	4.73682181173376	57.6380010709759	3.15079164972926e-14	1.07190081526136e-13
LOC105259958	1.14068605948507	3.73700991183821	37.3783073223901	9.72983476342824e-10	2.50071101920953e-09
SLC39A11	1.14086560975606	6.41424384844064	54.6592236037688	1.43349948071675e-13	4.70907865583391e-13
SIRT1	1.14090441165221	5.74241169118519	52.7749265672125	3.74045963696998e-13	1.197039899206e-12
TERF2IP	1.14103655074457	6.77760766259386	48.6924926927593	2.99410332648278e-12	9.07946169801281e-12
TTC31	1.14144056717034	3.8878020919059	34.4700711906632	4.32856099045242e-09	1.05910550358309e-08
PPP1R2	1.14168559020303	7.54344157107189	33.651126505699	6.59366822939908e-09	1.59188579473156e-08
TUBGCP6	1.14173371687473	5.06724481282905	46.0451798608482	1.15557107872228e-11	3.38713640960939e-11
PYURF	1.14266367633727	1.93880713361096	15.6243542890569	7.72531701828027e-05	0.000134294936763392
RUNX2	1.14269503368081	4.78000999991328	15.161964461582	9.86710748590748e-05	0.000169426288437956
LOC102899491	1.142888313748	2.03494097945485	13.8694723418699	0.000195955707408897	0.000327574952488989
ZNF641	1.14298855709527	3.8453944843392	32.5036683557397	1.18967757647243e-08	2.80960844236678e-08
USP30	1.14309311941793	3.65260113543511	40.2128468658606	2.27745635448413e-10	6.08879655965627e-10
TMEM231	1.14440576533618	4.5949363518513	38.0660289931083	6.83905521459339e-10	1.77435717365944e-09
LOC101092510	1.14474132096701	4.56847063943887	51.103479780449	8.76228231295299e-13	2.74622490863073e-12
FBXL12	1.14532972899668	3.78329893163405	35.3193457239178	2.79838536911307e-09	6.95122806345362e-09
LOC111558397	1.14651039223666	1.15335173946686	10.3610377240513	0.00128702836850391	0.00199026437273321
BLVRA	1.14704476080308	4.65004002966363	28.7767888003964	8.12186798527569e-08	1.79948001041231e-07
TRIQK	1.14712630561575	4.05961372559142	51.1553018988381	8.53398731053089e-13	2.67792784291769e-12
BRAF	1.14721008173638	5.3871852949639	50.2193948636734	1.37482263855905e-12	4.26125632528145e-12
ZNF182	1.14789564833045	4.38730731717364	48.6225281105747	3.10284407449516e-12	9.39816346377737e-12
TBK1	1.1483734071306	5.83856099403764	58.1548464118101	2.42276596535822e-14	8.31463881192787e-14
DEPDC5	1.1489285239963	4.26864962955739	39.4934822278687	3.29156203089742e-10	8.69012804759142e-10
BRD1	1.14931518778918	5.27218443632071	51.9375832450043	5.72932148195561e-13	1.81639771762e-12
MAP3K13	1.14944423577511	3.30874711321484	21.9865275830079	2.74571057501167e-06	5.39890673668632e-06
TSSK3	1.14946927074938	1.6234098309743	14.2719716297269	0.000158203147864048	0.000266851425320772
CEP162	1.14953970143799	4.3345250495981	40.1317634923649	2.37397351667566e-10	6.33895164483768e-10
IL3RA	1.14956364858104	2.45305474926838	11.0892174673546	0.000868311177627668	0.001368019699226
GMEB2	1.14995464262891	4.44674348347008	49.2902534924549	2.20756592823719e-12	6.7418843894092e-12
ZNF554	1.15097369288297	0.926550841860542	9.43426821612652	0.00212968051579837	0.00321395853174017
CMAS	1.15134515457577	6.00508217952531	54.1610313744899	1.84713962311172e-13	6.0249265855518e-13
CD4H9orf131	1.15210675285769	0.938244093692166	6.95540964708145	0.00835661626234833	0.0118330346876928
LOC101095686	1.15242106873646	1.01293941161591	11.770124625699	0.000601889483449319	0.000962500764791801
DECR2	1.15335263299416	2.85722072600137	25.764034523473	3.85811255899077e-07	8.09732753023662e-07
SFXN4	1.15343004692904	1.98420962711113	15.2179463259413	9.57887793903457e-05	0.000164626656767882
EME1	1.15481106595545	0.816898597501375	10.9973252329474	0.00091243469838126	0.00143403245247662
ZZEF1	1.15488224921129	6.75230245289622	78.8363919426312	6.74726141883523e-19	2.97909724473529e-18
ARRDC3	1.15501549908014	7.0984484333653	44.4641169265871	2.59062179723287e-11	7.40661700707435e-11
LOC111562149	1.15530804020035	1.97334566928269	11.3557589552649	0.000752143790169324	0.00119198801447699
NSUN5	1.15586349960406	3.53381989711051	33.03560623021	9.04864602078506e-09	2.16071815830522e-08
ZNF674	1.15594689949063	2.8753010849031	22.3583032228693	2.26232804591406e-06	4.47503754726282e-06
PPP3CC	1.15596410567423	6.87576695505188	45.4729315932455	1.54762927252263e-11	4.49949836062317e-11
PHF10	1.1567300902503	4.55417671411749	31.5332627035607	1.96052959271165e-08	4.55010800021634e-08
ZNF790	1.15705268441291	3.86212388675869	36.5322094861491	1.5016426406032e-09	3.81083926325452e-09
AZI2	1.1573490860221	6.57862155002918	59.9320217581024	9.81908355015282e-15	3.46191144194426e-14
MKL2	1.1574054572108	4.75727723755277	29.28094118985	6.26084648999664e-08	1.39892822559748e-07
LOC101080592	1.15744626548761	1.35737185143158	10.0606112919898	0.00151472959181158	0.00232482060521171
